Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 2nd sem (credited),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,target
0,0,2,9,1,0,136.0,21,27,8,139.2,1,0,1,0,0,18.0,0,6,14.0,9.4,-0.8,-3.12,2
0,0,1,15,1,0,142.0,12,0,1,132.6,0,0,1,0,0,18.0,0,14,10.0,9.4,-0.8,-3.12,1
0,7,3,8,1,0,142.0,21,27,1,129.4,0,0,1,0,0,18.0,0,6,12.5,9.4,-0.8,-3.12,2
0,7,1,13,1,0,127.0,0,27,7,125.6,0,1,1,0,1,18.0,0,6,12.2,15.5,2.8,-4.06,0
0,7,1,9,1,0,131.0,0,0,10,129.3,0,0,1,0,0,19.0,1,8,14.0,11.1,0.6,2.02,2
0,0,1,5,1,0,134.0,22,13,4,128.4,1,0,1,0,1,19.0,0,8,12.71428571,10.8,1.4,1.74,2
0,7,2,14,1,0,142.0,12,13,9,139.9,0,0,1,0,1,18.0,0,6,12.5,13.9,-0.3,0.79,2
0,0,1,4,1,0,123.0,22,27,5,124.8,0,0,0,0,1,18.0,0,7,13.0,8.9,1.4,3.51,1
0,7,3,11,1,0,133.0,0,0,9,128.5,1,0,1,0,1,18.0,0,9,15.11111111,11.1,0.6,2.02,2
0,0,4,11,1,0,125.0,12,0,1,117.8,1,0,1,0,0,18.0,0,8,13.21875,15.5,2.8,-4.06,2
0,7,1,13,1,0,120.0,22,27,7,115.1,1,0,1,0,0,19.0,0,7,12.33333333,12.4,0.5,1.79,2
0,7,2,9,1,0,125.0,12,13,3,118.0,1,0,1,0,0,18.0,0,9,11.25,8.9,1.4,3.51,2
0,11,1,11,1,11,133.1,12,26,4,120.0,0,0,1,0,1,25.0,0,8,13.3675,9.4,-0.8,-3.12,2
0,0,4,11,1,0,133.1,12,27,9,119.6,1,0,1,0,1,19.0,0,11,12.82571429,12.4,0.5,1.79,2
0,7,6,11,1,0,143.0,0,27,3,133.2,1,0,1,0,0,18.0,0,9,13.8875,11.1,0.6,2.02,2
0,7,1,7,1,0,147.0,3,0,10,141.8,1,0,1,0,0,19.0,0,9,12.8,13.9,-0.3,0.79,2
1,0,1,11,1,0,142.0,12,27,5,130.3,0,0,1,0,0,18.0,0,7,13.68333333,7.6,2.6,0.32,2
0,11,1,5,1,0,150.0,12,13,10,100.0,0,0,1,0,0,24.0,1,12,12.0,13.9,-0.3,0.79,0
0,0,2,14,1,0,124.0,2,2,4,114.6,1,0,1,0,0,21.0,0,7,11.2,11.1,0.6,2.02,2
0,0,2,10,1,0,136.0,0,0,4,123.4,1,0,1,0,1,18.0,0,6,12.16666667,8.9,1.4,3.51,2
0,0,1,9,1,0,116.0,22,27,6,116.4,1,0,1,0,0,18.0,0,6,13.16666667,8.9,1.4,3.51,2
1,0,1,4,1,0,127.0,9,13,9,123.2,0,0,1,0,1,20.0,0,6,14.5,11.1,0.6,2.02,2
0,0,1,4,1,0,117.0,3,13,5,123.7,1,0,1,0,0,19.0,0,8,11.4,12.4,0.5,1.79,2
0,0,2,14,1,0,116.0,0,13,7,127.6,1,0,1,0,1,19.0,0,7,13.14285714,13.9,-0.3,0.79,0
0,0,4,11,1,0,129.0,21,26,9,117.1,1,0,1,0,0,30.0,0,8,14.9625,12.4,0.5,1.79,2
0,0,1,11,1,0,157.0,12,27,3,149.3,0,0,1,0,0,18.0,0,8,14.035,9.4,-0.8,-3.12,2
0,7,1,5,1,0,135.0,0,13,10,125.6,1,0,1,0,0,18.0,0,8,14.0,12.7,3.7,-1.7,2
0,0,1,14,1,0,139.0,22,27,9,145.0,1,0,1,0,1,18.0,0,6,13.33333333,9.4,-0.8,-3.12,2
0,8,1,11,1,0,115.0,22,26,5,115.0,0,0,1,0,0,20.0,0,9,12.33,15.5,2.8,-4.06,2
0,0,1,10,1,0,123.0,22,27,7,114.3,0,0,1,0,0,19.0,0,0,12.2,11.1,0.6,2.02,0
0,13,2,10,1,0,140.0,12,13,9,126.0,1,0,1,0,0,19.0,0,12,12.2,10.8,1.4,1.74,0
0,0,1,1,1,0,138.0,12,26,7,124.0,1,0,0,0,0,19.0,0,0,12.2,10.8,1.4,1.74,0
0,0,4,10,1,0,132.0,0,27,6,122.6,1,0,1,0,1,18.0,0,6,12.0,8.9,1.4,3.51,2
0,0,4,11,1,0,140.0,2,13,3,133.8,1,0,1,0,0,17.0,0,14,12.46,10.8,1.4,1.74,1
0,8,1,15,1,0,117.0,12,27,0,113.5,1,0,1,0,0,19.0,0,9,13.16666667,12.4,0.5,1.79,2
0,0,4,9,1,0,125.0,12,0,5,122.6,1,0,1,0,0,18.0,0,8,11.5,13.9,-0.3,0.79,1
0,3,1,11,1,2,140.0,21,26,4,140.0,0,0,1,0,0,25.0,0,8,14.80571429,10.8,1.4,1.74,2
0,0,1,9,1,0,133.1,9,27,9,107.0,1,0,1,0,0,19.0,0,10,11.71428571,11.1,0.6,2.02,0
0,16,1,5,1,15,130.0,12,0,9,130.0,1,1,0,0,0,24.0,4,13,13.0,8.9,1.4,3.51,1
0,0,1,9,1,0,134.0,0,0,9,124.2,1,1,1,0,1,19.0,0,6,12.66666667,9.4,-0.8,-3.12,2
0,8,1,11,1,0,128.0,12,0,4,125.8,0,0,1,0,1,20.0,0,8,12.2,9.4,-0.8,-3.12,1
0,0,1,13,1,0,115.0,0,0,4,108.0,1,0,1,0,1,20.0,0,6,13.8,12.4,0.5,1.79,2
0,0,2,11,1,0,119.0,0,0,4,115.2,1,0,1,0,1,20.0,0,8,13.7125,13.9,-0.3,0.79,2
0,7,1,5,1,0,131.0,0,2,1,129.3,1,0,1,0,0,19.0,0,10,10.33333333,12.7,3.7,-1.7,2
0,3,1,3,1,3,120.0,2,0,4,120.0,1,0,1,0,0,31.0,4,16,13.46153846,15.5,2.8,-4.06,2
0,0,1,5,1,0,120.0,0,13,4,116.7,0,0,1,0,0,20.0,0,8,13.0,9.4,-0.8,-3.12,2
0,0,3,5,1,0,135.0,2,1,3,121.0,1,0,1,0,0,18.0,0,8,11.6,9.4,-0.8,-3.12,1
0,7,1,15,1,0,146.0,0,0,4,128.2,0,1,1,0,0,18.0,0,10,10.66666667,12.7,3.7,-1.7,1
0,0,4,13,1,0,133.0,0,1,7,121.1,1,0,1,0,0,18.0,0,9,15.4,13.9,-0.3,0.79,2
0,15,1,9,1,0,122.0,12,2,2,112.6,0,1,1,0,0,20.0,4,10,11.0,11.1,0.6,2.02,1
0,7,1,5,1,0,128.0,1,13,4,123.3,1,0,1,0,1,20.0,0,8,12.14285714,8.9,1.4,3.51,2
0,7,2,13,1,0,129.0,12,13,4,129.4,0,0,1,0,1,19.0,0,10,13.125,10.8,1.4,1.74,0
0,7,1,8,1,0,122.0,12,13,6,119.9,0,0,1,0,1,21.0,0,6,12.2,12.7,3.7,-1.7,2
0,0,4,11,1,0,140.0,0,9,10,131.6,1,0,1,0,0,18.0,0,9,13.24444444,12.4,0.5,1.79,2
0,15,1,4,1,0,143.0,0,0,4,120.0,1,0,1,0,0,21.0,5,11,11.4,11.1,0.6,2.02,0
0,0,4,11,1,0,118.0,12,13,3,110.0,1,0,1,0,0,19.0,0,7,12.62142857,11.1,0.6,2.02,1
0,14,1,9,1,13,140.0,0,13,102,143.0,0,0,1,0,0,20.0,2,9,12.5,13.9,-0.3,0.79,2
0,14,1,5,1,0,140.0,0,1,3,140.0,0,0,1,0,0,20.0,0,9,13.0,13.9,-0.3,0.79,1
0,0,1,13,1,0,123.0,9,0,9,119.2,1,0,1,0,1,18.0,0,6,14.5,12.4,0.5,1.79,2
0,0,1,8,1,0,140.0,12,13,9,124.3,1,0,1,0,1,18.0,0,5,13.0,12.4,0.5,1.79,2
0,7,1,9,1,0,116.0,12,13,7,111.1,1,0,1,0,1,18.0,0,9,11.83333333,8.9,1.4,3.51,2
0,13,1,5,1,13,150.0,22,26,6,150.0,1,0,1,0,1,21.0,1,12,13.28571429,10.8,1.4,1.74,2
0,0,1,11,1,0,147.0,22,13,8,147.3,0,0,1,0,0,18.0,0,7,13.96666667,7.6,2.6,0.32,2
0,0,1,11,1,0,162.0,12,0,5,147.5,1,0,1,0,1,18.0,0,8,14.14125,9.4,-0.8,-3.12,2
0,7,2,10,1,0,108.0,21,26,7,108.0,1,0,1,0,1,20.0,0,10,11.75,12.7,3.7,-1.7,2
1,12,1,11,1,1,130.0,21,26,9,130.0,0,0,1,0,1,32.0,0,8,14.6625,9.4,-0.8,-3.12,2
1,11,1,16,0,0,140.0,21,26,10,130.0,0,0,1,0,0,34.0,0,5,12.2,9.4,-0.8,-3.12,1
0,0,2,11,1,0,116.0,12,26,3,109.0,1,0,1,0,1,23.0,0,9,12.66875,11.1,0.6,2.02,2
0,0,5,13,1,0,120.0,3,0,10,112.0,1,0,1,0,0,18.0,0,11,12.2,8.9,1.4,3.51,1
0,7,1,2,0,0,132.0,21,13,5,121.2,0,0,1,0,0,18.0,0,10,12.8,10.8,1.4,1.74,2
0,13,1,1,1,1,140.0,21,26,9,140.0,1,0,1,0,0,34.0,0,0,12.2,10.8,1.4,1.74,0
0,11,1,2,0,0,120.0,0,0,7,119.5,0,1,1,0,0,25.0,0,6,11.75,8.9,1.4,3.51,1
0,0,1,8,1,0,136.0,21,27,181,125.9,0,0,1,0,0,21.0,0,7,11.8,11.1,0.6,2.02,2
0,0,1,10,1,0,133.0,12,6,0,121.5,1,0,1,0,1,20.0,0,12,12.2,7.6,2.6,0.32,0
0,0,5,9,1,0,126.0,17,13,2,121.5,1,0,1,0,0,18.0,0,6,11.66666667,7.6,2.6,0.32,2
0,7,1,5,1,0,142.0,2,26,8,132.4,1,0,1,0,0,18.0,0,15,13.1,12.4,0.5,1.79,2
0,7,1,14,1,0,121.0,21,26,9,122.4,0,0,1,0,0,18.0,0,6,13.33333333,13.9,-0.3,0.79,2
0,11,1,2,0,0,134.0,21,27,7,110.0,1,0,1,0,0,24.0,0,12,12.2,9.4,-0.8,-3.12,0
0,15,1,8,1,0,140.0,12,13,7,120.4,0,1,0,0,0,32.0,13,13,11.38461538,16.2,0.3,-0.92,2
0,11,1,10,1,0,133.1,0,0,6,105.0,1,1,0,0,0,24.0,0,16,10.33333333,8.9,1.4,3.51,0
0,0,1,9,1,0,157.0,22,26,5,137.8,0,0,1,0,1,18.0,0,7,12.2,15.5,2.8,-4.06,0
0,15,1,10,1,0,120.0,22,27,9,118.0,0,0,1,0,0,28.0,0,8,12.6,8.9,1.4,3.51,2
0,7,5,15,1,0,134.0,12,27,8,122.1,1,0,1,0,1,18.0,0,9,12.0,10.8,1.4,1.74,0
0,3,1,15,1,2,140.0,18,23,0,140.0,1,0,0,0,0,24.0,0,10,12.2,9.4,-0.8,-3.12,0
0,0,1,5,1,0,133.0,0,26,10,143.2,0,0,1,0,0,19.0,0,6,13.2,7.6,2.6,0.32,2
1,11,1,2,0,0,146.0,21,26,8,120.5,0,0,1,0,0,20.0,0,6,14.16666667,10.8,1.4,1.74,2
0,6,3,5,1,0,130.0,21,26,2,119.5,1,0,1,0,1,18.0,0,9,12.0,15.5,2.8,-4.06,2
0,0,1,1,1,0,151.0,21,26,7,147.5,1,0,1,0,0,18.0,0,0,12.2,7.6,2.6,0.32,2
0,0,6,14,1,0,133.1,0,0,90,129.6,0,0,1,0,0,22.0,0,0,12.2,7.6,2.6,0.32,0
0,8,1,15,1,0,132.0,21,26,5,126.1,0,0,1,0,1,18.0,0,7,12.66666667,11.1,0.6,2.02,2
1,11,1,16,0,0,110.0,21,26,4,160.0,0,0,1,0,0,20.0,0,5,12.4,15.5,2.8,-4.06,2
4,11,1,15,1,11,133.1,22,0,3,105.5,0,1,1,0,0,33.0,0,7,10.6,7.6,2.6,0.32,0
1,11,1,15,1,0,110.0,21,26,9,95.5,0,1,0,0,0,32.0,0,10,12.2,10.8,1.4,1.74,0
1,11,1,3,1,0,133.1,12,13,4,107.5,0,0,0,0,0,20.0,0,0,12.2,15.5,2.8,-4.06,0
0,0,1,9,1,0,105.0,12,13,6,106.1,1,0,1,0,0,20.0,0,7,13.28571429,11.1,0.6,2.02,2
0,11,1,10,1,0,160.0,2,0,6,116.3,1,0,1,0,0,24.0,0,7,12.2,9.4,-0.8,-3.12,2
0,0,1,11,1,0,144.0,22,0,10,137.4,0,0,1,0,0,19.0,0,9,14.22222222,16.2,0.3,-0.92,2
0,0,1,10,1,0,133.1,12,13,5,101.8,1,0,1,0,0,21.0,0,6,13.0,12.4,0.5,1.79,1
0,0,2,14,1,0,143.0,0,0,9,144.1,1,0,1,1,1,19.0,0,6,13.83333333,12.7,3.7,-1.7,2
0,12,1,3,1,0,160.0,12,0,5,107.8,1,0,0,1,0,27.0,0,8,12.2,15.5,2.8,-4.06,0
0,11,1,15,1,0,140.0,12,0,4,128.2,0,0,0,0,0,30.0,0,0,12.2,12.7,3.7,-1.7,0
0,7,4,1,1,0,133.1,22,27,9,117.0,1,0,1,1,0,21.0,0,0,12.2,10.8,1.4,1.74,0
0,0,1,4,1,0,116.0,0,9,8,110.4,1,0,1,1,0,19.0,0,8,12.28571429,8.9,1.4,3.51,2
1,11,1,16,0,0,120.0,21,26,10,126.1,0,0,1,0,0,34.0,0,9,11.75,9.4,-0.8,-3.12,1
0,13,1,11,1,0,141.0,3,13,10,100.0,0,0,1,1,0,18.0,0,10,12.9125,13.9,-0.3,0.79,2
0,0,1,1,1,0,110.0,2,1,3,117.0,1,0,1,1,0,21.0,0,0,12.2,9.4,-0.8,-3.12,2
0,0,2,1,1,0,127.0,2,28,3,133.5,1,0,1,1,0,17.0,0,0,12.2,15.5,2.8,-4.06,1
0,0,1,11,1,0,132.0,12,26,9,128.0,1,0,1,0,1,19.0,0,7,12.96666667,7.6,2.6,0.32,2
0,0,1,14,1,0,135.0,21,27,6,122.1,1,0,1,1,0,18.0,0,6,13.66666667,12.7,3.7,-1.7,2
0,7,2,11,1,0,135.0,12,13,10,133.4,1,0,1,0,0,19.0,0,8,14.36875,11.1,0.6,2.02,2
3,11,1,10,1,0,140.0,22,26,9,112.0,0,1,1,0,0,20.0,2,8,12.2,12.7,3.7,-1.7,0
0,11,1,5,1,0,133.1,12,26,6,130.0,1,0,1,0,0,26.0,0,21,12.25,15.5,2.8,-4.06,2
1,11,2,16,0,0,133.1,21,26,9,100.0,1,0,1,1,0,20.0,0,0,12.2,12.7,3.7,-1.7,0
1,11,1,14,1,11,133.1,21,26,6,126.1,0,1,1,1,1,20.0,0,7,14.16666667,10.8,1.4,1.74,2
0,12,1,11,1,0,133.1,2,13,8,153.0,0,0,1,1,0,22.0,4,8,14.375,15.5,2.8,-4.06,1
0,7,1,8,1,0,137.0,0,26,9,131.4,1,0,1,1,0,22.0,0,7,10.0,7.6,2.6,0.32,0
1,3,1,7,1,2,120.0,2,2,1,128.2,0,0,1,0,0,33.0,1,8,12.0,9.4,-0.8,-3.12,0
0,4,1,13,1,0,148.9,21,26,9,148.9,0,0,1,0,0,20.0,0,6,11.5,9.4,-0.8,-3.12,2
0,0,4,9,1,0,134.0,22,13,7,128.4,1,0,1,0,1,18.0,0,6,11.66666667,10.8,1.4,1.74,2
0,0,5,15,1,0,128.0,22,26,9,120.3,1,1,0,0,0,20.0,0,10,11.0,10.8,1.4,1.74,0
1,17,1,16,0,0,133.1,22,26,6,100.0,0,0,1,0,0,20.0,5,11,11.6,8.9,1.4,3.51,2
0,0,1,10,1,0,131.0,21,0,3,126.1,1,0,1,1,0,18.0,0,6,13.5,7.6,2.6,0.32,2
0,0,3,10,1,0,118.0,0,13,9,111.7,1,0,1,0,0,19.0,0,6,12.16666667,12.4,0.5,1.79,2
0,14,1,5,1,13,140.0,0,13,3,140.0,1,0,1,0,0,21.0,1,15,12.8,12.4,0.5,1.79,2
0,0,2,11,1,0,133.0,12,0,1,122.2,0,0,1,0,0,20.0,0,9,12.84285714,13.9,-0.3,0.79,2
0,0,2,11,1,0,126.0,21,0,7,118.7,1,0,1,0,0,19.0,0,0,12.2,13.9,-0.3,0.79,0
0,7,2,12,1,0,125.0,22,13,7,121.5,1,0,1,0,0,20.0,0,11,11.225,11.1,0.6,2.02,0
0,7,4,11,1,0,138.0,2,0,5,134.5,1,0,1,0,0,18.0,0,8,15.125,13.9,-0.3,0.79,2
0,0,4,11,1,0,140.0,0,13,7,127.0,1,0,1,0,0,19.0,0,8,13.44285714,12.7,3.7,-1.7,2
0,0,1,9,1,0,124.0,21,27,3,114.2,0,0,1,0,0,18.0,0,12,10.83333333,15.5,2.8,-4.06,2
0,7,1,9,1,0,133.0,22,27,7,125.3,1,0,1,0,1,18.0,0,7,12.28571429,15.5,2.8,-4.06,2
0,0,2,14,1,0,127.0,0,13,5,120.4,1,0,1,0,0,18.0,0,1,12.2,12.7,3.7,-1.7,0
0,0,6,11,1,0,138.0,0,27,9,123.0,1,0,1,0,0,19.0,0,8,13.06666667,12.4,0.5,1.79,1
0,0,2,12,1,0,142.0,0,13,5,130.5,1,0,1,0,1,18.0,0,8,14.0625,16.2,0.3,-0.92,2
0,0,1,4,1,0,130.0,21,13,8,125.5,1,0,1,0,1,19.0,0,6,13.5,11.1,0.6,2.02,2
0,16,1,3,1,15,130.0,0,13,7,133.8,0,1,1,0,1,24.0,5,13,12.63636364,8.9,1.4,3.51,2
0,14,1,5,1,13,150.0,21,26,9,150.0,0,0,1,0,0,20.0,1,18,12.0,12.4,0.5,1.79,1
0,0,1,8,1,0,127.0,0,13,7,130.5,1,0,1,0,1,21.0,0,7,11.25,9.4,-0.8,-3.12,2
0,14,1,5,1,13,140.0,22,26,10,140.0,0,1,0,0,0,20.0,1,11,12.0,16.2,0.3,-0.92,0
0,7,6,11,1,0,126.0,12,26,9,119.4,1,0,1,0,1,19.0,0,9,13.66666667,16.2,0.3,-0.92,2
0,7,5,12,1,0,139.0,12,13,8,121.3,1,0,1,0,1,19.0,0,8,13.3875,10.8,1.4,1.74,2
0,0,3,11,1,0,141.0,0,0,9,126.3,1,0,1,0,0,18.0,0,8,13.32857143,12.7,3.7,-1.7,2
0,0,1,5,1,0,120.0,22,27,7,111.6,1,0,1,0,0,19.0,0,14,11.0,16.2,0.3,-0.92,2
0,7,4,8,1,0,120.0,22,13,9,111.3,1,0,1,0,0,21.0,0,5,13.2,8.9,1.4,3.51,2
0,0,2,15,1,0,134.0,0,27,8,122.5,1,0,1,0,1,19.0,0,6,15.0,15.5,2.8,-4.06,2
0,0,5,10,1,0,128.0,12,0,10,116.5,1,0,1,0,1,18.0,0,6,12.66666667,8.9,1.4,3.51,2
0,7,5,4,1,0,133.0,3,0,4,132.0,1,0,1,0,1,17.0,0,6,12.5,15.5,2.8,-4.06,2
0,8,4,15,1,0,123.0,12,27,10,123.7,1,0,1,0,0,19.0,0,8,11.0,15.5,2.8,-4.06,1
0,7,6,8,1,0,118.0,21,0,7,117.0,1,0,0,1,0,23.0,0,9,12.33333333,9.4,-0.8,-3.12,0
0,0,1,13,1,0,113.0,0,26,10,116.5,1,0,1,0,0,19.0,0,10,11.77777778,8.9,1.4,3.51,2
0,0,1,11,1,0,135.0,12,2,4,121.5,1,0,1,0,0,18.0,0,7,12.91666667,7.6,2.6,0.32,2
0,0,1,13,1,0,133.1,22,27,9,105.0,1,0,1,0,0,20.0,0,8,13.8,15.5,2.8,-4.06,2
0,0,3,5,1,0,130.0,0,13,9,121.3,1,0,1,0,1,19.0,0,5,13.8,10.8,1.4,1.74,2
0,0,1,9,1,0,135.0,12,27,9,136.1,1,0,1,0,1,18.0,0,6,13.66666667,12.4,0.5,1.79,2
0,7,2,9,1,0,133.0,21,26,4,123.6,0,0,1,0,1,19.0,0,6,15.0,13.9,-0.3,0.79,2
0,0,4,9,1,0,123.0,22,0,10,129.0,1,0,1,0,0,19.0,0,6,12.33333333,10.8,1.4,1.74,2
0,7,1,11,1,0,145.0,12,26,8,136.8,1,0,1,0,0,18.0,0,9,14.3775,9.4,-0.8,-3.12,2
0,7,2,11,1,0,146.0,2,2,6,133.4,1,0,1,0,0,18.0,0,9,13.04285714,13.9,-0.3,0.79,2
0,0,5,11,1,0,144.0,22,27,7,136.0,1,0,1,0,1,19.0,0,7,14.15,7.6,2.6,0.32,2
0,0,1,11,1,0,144.0,22,26,9,125.8,0,0,1,0,1,19.0,0,12,12.47142857,12.7,3.7,-1.7,2
0,0,1,11,1,0,131.0,3,3,1,120.5,0,0,1,0,0,19.0,0,7,14.15,7.6,2.6,0.32,2
0,0,2,11,1,0,141.0,21,26,8,130.2,1,0,1,0,0,21.0,0,8,14.0475,15.5,2.8,-4.06,2
0,0,3,14,1,0,138.0,2,0,3,135.9,1,0,1,0,0,18.0,0,6,14.66666667,13.9,-0.3,0.79,2
0,0,1,14,1,0,127.0,12,26,9,116.5,0,0,1,0,1,19.0,0,6,13.16666667,11.1,0.6,2.02,2
0,0,4,14,1,0,124.0,12,26,90,124.0,0,0,0,0,0,18.0,0,4,12.2,12.7,3.7,-1.7,0
0,3,1,2,0,2,140.0,0,0,4,140.0,0,0,1,0,0,30.0,0,0,12.2,10.8,1.4,1.74,0
0,7,1,7,1,0,157.0,2,1,6,150.9,1,0,1,0,0,18.0,0,8,15.16666667,13.9,-0.3,0.79,0
0,0,3,11,1,0,129.0,12,13,8,127.3,1,0,1,0,1,20.0,0,7,12.63333333,7.6,2.6,0.32,2
0,11,1,13,1,11,133.1,0,0,7,100.0,0,1,0,0,0,25.0,0,5,12.6,9.4,-0.8,-3.12,0
0,0,5,11,1,0,142.0,22,26,7,128.8,1,0,1,0,0,18.0,0,7,14.23333333,7.6,2.6,0.32,2
4,0,3,5,1,0,133.0,12,13,7,119.7,1,0,1,0,0,21.0,0,10,11.33333333,9.4,-0.8,-3.12,1
0,0,1,11,1,0,156.0,4,3,1,140.8,0,0,1,0,0,18.0,0,8,15.7,12.7,3.7,-1.7,2
0,0,1,11,1,0,151.0,21,26,9,138.0,1,0,1,0,0,18.0,0,7,15.2,7.6,2.6,0.32,2
0,7,1,15,1,0,135.0,2,2,2,132.9,1,0,0,0,0,29.0,0,8,15.6,12.7,3.7,-1.7,0
0,13,1,7,1,0,140.0,2,2,2,140.0,0,0,1,0,0,20.0,7,24,12.85714286,15.5,2.8,-4.06,2
0,3,1,11,1,2,140.0,2,0,4,140.0,0,0,1,0,0,26.0,0,0,12.2,13.9,-0.3,0.79,0
0,0,2,9,1,0,133.1,22,0,7,99.3,1,0,1,0,0,21.0,0,6,12.0,12.4,0.5,1.79,2
0,8,1,11,1,0,126.0,21,13,5,119.3,0,0,1,0,1,19.0,0,9,13.78125,9.4,-0.8,-3.12,2
0,7,2,10,1,0,123.0,12,13,5,113.2,1,1,1,0,0,19.0,0,8,11.66666667,16.2,0.3,-0.92,0
0,7,1,14,1,0,133.1,22,27,5,117.0,0,0,1,0,0,21.0,0,8,11.83333333,15.5,2.8,-4.06,1
0,8,1,2,0,0,137.0,0,0,3,123.0,0,1,1,0,0,20.0,0,15,12.0,16.2,0.3,-0.92,2
0,0,6,11,1,0,138.0,21,26,8,127.2,1,0,1,0,1,18.0,0,8,14.28625,15.5,2.8,-4.06,2
0,0,2,14,1,0,128.0,18,13,0,141.0,1,0,0,0,0,20.0,0,15,10.66666667,7.6,2.6,0.32,0
0,0,1,9,1,0,136.0,12,27,9,121.7,0,0,1,0,1,20.0,0,7,14.42857143,16.2,0.3,-0.92,2
0,13,1,11,1,0,127.0,12,13,7,121.1,0,0,1,0,1,18.0,0,7,13.4,16.2,0.3,-0.92,1
0,6,1,4,1,0,145.0,0,0,3,146.1,1,0,1,0,0,18.0,0,7,12.5,9.4,-0.8,-3.12,1
0,0,1,14,1,0,140.0,21,26,9,142.5,1,0,1,0,0,18.0,0,9,13.2,9.4,-0.8,-3.12,2
0,7,1,5,1,0,138.0,1,13,9,126.8,1,0,1,0,0,18.0,0,12,11.8,10.8,1.4,1.74,1
0,14,1,5,1,13,150.0,2,2,2,150.0,1,0,1,0,0,22.0,1,9,13.0,13.9,-0.3,0.79,2
0,14,3,5,1,13,150.0,0,13,1,150.0,1,0,1,0,0,19.0,0,8,15.33333333,12.7,3.7,-1.7,1
0,7,1,3,1,0,131.0,12,0,2,134.5,1,0,1,0,1,19.0,0,8,14.33333333,12.4,0.5,1.79,2
0,0,2,12,1,0,136.0,12,13,9,129.5,1,0,1,0,0,18.0,0,8,16.8,12.7,3.7,-1.7,2
0,0,1,9,1,0,117.0,22,27,183,113.2,1,1,1,0,0,20.0,0,7,11.85714286,11.1,0.6,2.02,2
0,7,1,15,1,0,158.0,22,26,5,140.2,1,0,1,0,0,18.0,0,9,11.25,10.8,1.4,1.74,0
0,7,2,13,1,0,129.0,0,13,5,119.2,1,0,1,0,0,21.0,0,0,12.2,8.9,1.4,3.51,0
0,0,1,9,1,0,140.0,0,13,4,140.7,0,0,1,0,0,19.0,0,7,12.0,12.4,0.5,1.79,2
0,0,5,11,1,0,141.0,22,27,9,142.3,1,0,1,0,0,18.0,0,8,12.82875,9.4,-0.8,-3.12,0
0,0,4,14,1,0,132.0,9,9,4,129.9,1,0,1,0,0,18.0,0,8,14.4,7.6,2.6,0.32,2
0,7,1,1,1,0,133.0,0,0,7,134.8,1,0,1,0,0,18.0,0,0,12.2,12.4,0.5,1.79,1
0,7,1,5,1,0,109.0,12,13,9,104.1,1,1,0,0,1,21.0,0,8,12.2,15.5,2.8,-4.06,0
0,0,1,8,1,0,135.0,0,27,5,122.4,0,1,1,0,0,19.0,0,8,12.4,13.9,-0.3,0.79,2
0,0,1,8,1,0,122.0,21,26,7,120.6,1,0,1,0,1,19.0,0,8,11.6,9.4,-0.8,-3.12,2
0,7,3,9,1,0,118.0,0,13,10,112.4,1,0,1,0,0,19.0,0,7,12.2,16.2,0.3,-0.92,0
0,0,1,1,1,0,133.1,4,2,3,157.9,0,0,1,0,0,18.0,0,0,12.2,13.9,-0.3,0.79,2
0,13,1,10,1,0,142.0,22,27,9,125.9,0,0,1,0,1,19.0,0,11,10.0,10.8,1.4,1.74,0
0,7,2,11,1,0,131.0,22,0,7,118.4,1,0,1,0,1,20.0,0,9,13.74444444,16.2,0.3,-0.92,0
0,0,3,11,1,0,139.0,11,12,1,130.8,1,0,0,0,0,18.0,0,9,12.75833333,9.4,-0.8,-3.12,0
0,0,1,1,1,0,133.1,12,13,8,126.1,1,0,1,0,1,19.0,0,0,12.2,11.1,0.6,2.02,0
0,0,1,4,1,0,133.1,12,0,7,156.8,1,0,1,0,0,18.0,0,8,13.25,10.8,1.4,1.74,2
0,0,1,5,1,0,125.0,12,26,7,126.8,0,0,1,0,0,18.0,0,16,12.75,11.1,0.6,2.02,1
0,0,1,9,1,0,142.0,0,26,7,128.0,0,0,1,0,1,19.0,0,8,12.0,16.2,0.3,-0.92,2
0,0,2,8,1,0,119.0,12,26,5,113.8,1,0,1,0,0,20.0,0,8,12.2,7.6,2.6,0.32,2
0,7,5,11,1,0,128.0,0,0,5,120.8,1,0,1,0,1,19.0,0,12,13.05,16.2,0.3,-0.92,2
0,0,3,11,1,0,150.0,12,27,1,130.8,1,0,1,0,0,18.0,0,8,13.61428571,12.7,3.7,-1.7,2
0,11,1,10,1,0,133.1,12,0,1,101.0,0,1,1,0,0,25.0,0,6,12.2,15.5,2.8,-4.06,0
0,7,5,4,1,0,131.0,21,26,9,126.1,1,0,0,0,0,18.0,0,6,12.16666667,7.6,2.6,0.32,2
0,0,5,14,1,0,118.0,22,13,9,113.8,1,0,1,0,0,19.0,0,7,12.5,8.9,1.4,3.51,2
